record_id,country,state_emirate,city_tier,economic_zone,industry,company_size,job_category,job_title,job_level,age_group,gender,education_level,years_of_experience,employment_type,remote_work_percentage,automation_risk_score,ai_augmentation_potential,ai_exposure_index,task_automation_percentage,ai_collaboration_score,company_ai_adoption_level,ai_tool_usage_frequency,generative_ai_usage,ai_implementation_year,job_transformation_stage,primary_skill_type,technical_skill_score,soft_skill_score,digital_literacy_score,ai_literacy_score,skill_gap_index,reskilling_urgency_score,annual_training_hours,employer_training_investment_usd,certifications_held,annual_salary_usd,salary_growth_rate_yoy,job_security_index,job_displacement_probability,career_growth_potential,new_role_emergence_score,productivity_index,productivity_change_with_ai,labor_market_demand_index,wage_premium_for_ai_skills,observation_year,demand_forecast_2025,demand_forecast_2030,estimated_years_to_significant_automation,workforce_transition_timeline,projected_salary_2030_usd,ai_anxiety_level,ai_optimism_level,reskilling_willingness,technology_acceptance_score,job_satisfaction_score,work_life_balance_score,ai_benefit_perception,career_pivot_consideration,company_ai_investment_millions,department,team_size,ai_tools_available_count,organizational_ai_culture_score
672,UAE,Abu Dhabi,Major,Administrative,Technology,Small,Engineering & Technical,DevOps Engineer,Manager,25-34,Female,Master,11,Full-time,33,10.9,100.0,89.3,0.0,90.8,84.0,Daily,True,2025,Scaling,Technical,93.6,82.1,84.6,73.6,0.0,8.2,36,2521.02,2,247458,13.1,89.6,3.4,100.0,80.2,143.3,60.7,100.0,20.8,2025,Growing,High Growth,16,Immediate,252507,3,3,4,96.5,75.6,70.6,Negative,False,10.44,Operations,23,4,86.1
673,India,Madhya Pradesh,Tier 2,Industrial,Technology,Small,Operations & Logistics,Logistics Coordinator,Senior,25-34,Male,Master,9,Contract,35,62.1,85.6,63.4,53.2,69.1,60.6,Weekly,False,2018,Scaling,Manual,78.9,87.4,100.0,34.7,20.5,33.1,31,902.19,1,44725,6.9,57.8,40.1,70.1,53.9,117.9,19.2,70.8,15.5,2028,Stable,Stable,7,Short-term (1-2yr),55267,4,5,3,97.2,63.1,61.0,Positive,True,1.46,Marketing,9,4,63.7
674,India,Uttar Pradesh,Tier 2,Mixed,Technology,Startup,Administrative & Support,Administrative Assistant,Junior,25-34,Male,High School,1,Full-time,14,76.1,83.0,33.1,55.7,69.7,69.0,Monthly,False,2018,AI-Native,Interpersonal,29.3,51.6,27.1,23.0,85.6,75.2,56,609.86,0,13635,4.7,34.0,79.3,80.8,55.8,103.2,59.5,67.0,13.0,2022,Stable,Stable,3,Short-term (1-2yr),18878,3,2,4,86.2,28.2,51.9,Very Positive,False,0.34,Human Resources,3,6,81.3
675,India,Delhi NCT,Metro,Administrative,Government & Public Sector,Small,Data & Analytics,Data Engineer,Mid,55-64,Male,Master,33,Full-time,61,12.2,100.0,88.8,0.0,98.1,53.7,Never,True,2022,AI-Native,Analytical,100.0,90.1,100.0,84.4,0.4,0.0,56,857.56,9,35868,9.3,86.2,4.1,89.8,85.7,114.3,68.7,100.0,30.4,2026,High Growth,High Growth,17,Long-term (5-10yr),42909,4,5,2,78.5,88.4,33.0,Negative,False,0.52,Customer Support,17,2,59.1
676,India,Kerala,Tier 2,Mixed,Manufacturing,Medium,Customer Service,Customer Service Representative,Junior,25-34,Male,Master,6,Full-time,30,83.3,87.9,85.8,83.8,64.6,51.5,Weekly,False,2021,Early Adoption,Interpersonal,58.2,78.4,80.7,60.5,39.3,63.8,51,2091.74,2,17520,6.3,43.8,44.2,98.6,83.3,130.6,19.1,46.0,27.3,2022,Declining,Declining,5,Medium-term (3-5yr),20637,4,4,5,98.2,44.3,62.0,Negative,True,22.18,Operations,60,9,59.6
677,India,Puducherry,Tier 3,Mixed,Energy & Utilities,Enterprise,Engineering & Technical,Security Engineer,Mid,25-34,Female,Bachelor,2,Full-time,59,12.4,100.0,97.2,14.5,89.7,70.8,Monthly,True,2016,Optimized,Technical,76.1,68.2,82.0,63.8,0.0,4.9,100,12798.1,1,21668,16.4,71.7,17.4,95.3,89.2,116.9,89.7,100.0,17.8,2020,High Growth,Stable,12,Short-term (1-2yr),25628,1,4,5,63.3,97.7,68.1,Neutral,False,2421.75,Human Resources,75,7,86.1
678,India,Andhra Pradesh,Tier 2,Tech Hub,Media & Entertainment,Enterprise,Customer Service,Support Team Lead,Junior,45-54,Female,Bachelor,25,Full-time,35,34.8,100.0,87.8,37.9,66.0,86.4,Daily,True,2025,AI-Native,Interpersonal,67.1,68.6,98.7,74.5,22.1,31.1,73,15837.12,6,19831,4.1,65.0,31.2,94.2,75.9,128.4,11.8,75.3,28.5,2026,Stable,Stable,15,Medium-term (3-5yr),22812,5,4,3,100.0,73.7,41.6,Very Positive,False,1019.54,Legal,42,10,81.5
679,UAE,Sharjah,Secondary,Industrial,Professional Services,Large,Operations & Logistics,Logistics Coordinator,Junior,45-54,Female,Bachelor,21,Full-time,54,63.0,74.8,95.7,40.7,49.1,79.7,Weekly,False,2020,Optimized,Manual,73.0,68.1,65.2,51.2,42.5,40.9,99,16784.11,5,70256,9.3,67.9,28.6,69.2,79.6,126.1,40.2,72.2,28.3,2020,Stable,Stable,10,Long-term (5-10yr),84606,3,2,4,83.9,42.6,51.0,Positive,False,772.36,Operations,78,7,87.5
680,India,Gujarat,Tier 1,Industrial,Finance & Banking,Small,Customer Service,Call Center Agent,Junior,45-54,Female,Master,19,Full-time,0,82.9,81.9,68.1,55.4,82.3,40.8,Weekly,False,2018,Early Adoption,Interpersonal,58.3,83.2,99.6,48.2,22.7,44.2,53,615.63,4,27496,3.1,45.2,22.5,69.5,57.5,148.9,32.1,97.1,27.3,2027,Growing,Stable,6,Short-term (1-2yr),30654,5,2,4,93.0,73.8,81.4,Very Negative,True,2.58,Design,15,6,49.0
681,India,Haryana,Tier 1,Tech Hub,Healthcare,Large,Human Resources,Talent Acquisition Lead,Mid,18-24,Male,Bachelor,3,Full-time,50,34.2,89.2,87.6,28.3,84.9,63.9,Daily,True,2022,Early Adoption,Interpersonal,65.4,81.4,78.9,48.4,35.2,45.1,60,7258.91,0,28719,11.0,50.1,6.8,99.1,54.9,78.6,91.8,65.3,25.5,2023,Growing,Growing,14,Medium-term (3-5yr),31919,4,2,5,84.6,62.3,100.0,Very Negative,False,420.21,Operations,97,7,64.2
682,India,Tamil Nadu,Tier 1,Tech Hub,Technology,Enterprise,Customer Service,Help Desk Analyst,Mid,25-34,Female,Bachelor,2,Full-time,65,63.2,57.2,84.1,40.5,62.2,100.0,Rarely,True,2021,Early Adoption,Interpersonal,63.5,65.9,61.7,41.0,30.8,35.6,91,16373.22,2,27577,4.5,55.5,51.7,86.5,77.4,137.1,45.1,81.5,20.1,2021,Stable,Stable,9,Short-term (1-2yr),26322,3,3,4,91.8,39.9,72.1,Very Negative,False,3799.93,Research,246,10,100.0
683,India,Karnataka,Tier 1,Tech Hub,Technology,Startup,Administrative & Support,Data Entry Clerk,Lead,55-64,Male,Master,40,Full-time,49,92.5,77.9,85.9,87.8,81.6,88.3,Hourly,False,2027,AI-Native,Interpersonal,100.0,100.0,100.0,66.9,13.1,48.3,20,0.0,9,106241,2.8,35.9,81.2,64.3,64.3,140.8,39.4,66.2,28.3,2027,Declining,Declining,1,Immediate,162816,5,1,5,90.8,65.6,69.7,Neutral,False,0.53,Administration,8,14,90.1
684,India,Haryana,Tier 1,Tech Hub,Healthcare,Large,Operations & Logistics,Warehouse Manager,Mid,25-34,Male,Master,7,Full-time,45,64.9,92.9,68.7,44.7,67.6,64.6,Monthly,False,2023,Pre-AI,Manual,65.5,59.0,92.9,46.1,18.9,32.2,90,5819.05,2,27140,0.9,33.9,43.8,100.0,81.9,99.8,34.2,73.0,21.0,2023,Growing,Declining,5,Short-term (1-2yr),37104,4,3,4,100.0,83.7,71.3,Neutral,True,275.18,Human Resources,72,9,63.0
685,UAE,Sharjah,Secondary,Industrial,Education,Medium,Administrative & Support,Office Manager,Lead,25-34,Female,Associate,9,Full-time,57,52.8,74.6,72.0,37.2,44.0,85.8,Rarely,True,2017,Scaling,Interpersonal,71.3,56.3,76.5,46.0,46.7,37.1,91,9129.42,2,84369,1.6,79.3,43.2,86.4,74.0,103.8,3.4,64.4,25.4,2024,Stable,Stable,17,Immediate,76857,3,3,5,96.0,100.0,91.2,Neutral,False,141.85,Finance,16,13,81.5
686,India,Telangana,Tier 1,Tech Hub,Technology,Small,Engineering & Technical,Software Engineer,Mid,18-24,Non-binary,High School,2,Full-time,24,8.3,100.0,95.4,0.0,71.4,73.2,Rarely,False,2015,Pre-AI,Technical,68.1,53.5,70.1,69.6,32.4,25.4,61,1003.11,1,32404,12.4,87.5,20.0,99.9,74.7,124.7,38.5,85.5,28.4,2021,Growing,High Growth,18,Short-term (1-2yr),31457,3,4,4,84.6,56.0,73.4,Negative,False,4.86,Data Science,14,7,75.7
687,UAE,Abu Dhabi,Major,Administrative,Education,Enterprise,Creative & Design,Motion Designer,Senior,45-54,Male,Master,29,Full-time,43,23.7,100.0,95.0,15.6,96.8,100.0,Never,True,2016,Scaling,Creative,90.5,97.2,98.1,52.3,14.2,16.2,97,25000.0,6,124807,11.4,75.7,0.0,95.0,86.3,140.1,38.0,95.1,15.6,2028,Growing,Growing,9,Long-term (5-10yr),131458,3,4,3,83.6,46.3,67.1,Positive,True,2262.26,Legal,50,11,100.0
688,India,Maharashtra,Tier 1,Financial Center,Transportation & Logistics,Small,Finance & Accounting,Accountant,Lead,18-24,Female,Master,2,Full-time,38,83.7,100.0,68.1,63.5,71.1,43.3,Never,False,2025,Early Adoption,Analytical,64.5,69.3,98.1,43.0,37.2,54.2,28,1245.67,0,48750,7.0,45.5,43.5,80.2,55.2,139.0,35.1,54.4,19.8,2028,Growing,Stable,1,Medium-term (3-5yr),58537,3,2,4,96.3,60.7,30.7,Neutral,True,1.67,Marketing,4,4,52.0
689,India,Punjab,Tier 2,Mixed,Healthcare,Small,Administrative & Support,Data Entry Clerk,Junior,45-54,Male,Master,22,Gig,42,95.4,55.0,52.7,55.3,28.8,31.4,Rarely,True,2017,Optimized,Interpersonal,60.5,77.2,78.2,62.1,53.3,61.3,55,454.61,4,25928,-0.9,24.2,42.7,86.0,44.1,77.6,31.0,61.2,18.8,2023,Growing,Declining,1,Immediate,34954,5,3,4,97.1,79.6,66.0,Very Negative,False,2.33,Finance,22,2,45.4
690,India,Tamil Nadu,Tier 1,Tech Hub,Energy & Utilities,Medium,Data & Analytics,Statistician,Mid,35-44,Non-binary,High School,14,Full-time,50,31.7,100.0,87.4,0.0,71.7,66.1,Rarely,True,2016,Scaling,Analytical,76.8,59.2,74.0,71.5,27.6,15.0,47,2299.78,4,28696,10.1,65.2,21.2,100.0,78.9,115.2,37.0,59.0,31.4,2024,Growing,High Growth,15,Long-term (5-10yr),26470,4,4,5,91.2,100.0,96.9,Neutral,True,18.12,Engineering,14,8,53.7
691,UAE,Ajman,Secondary,Mixed,Retail & E-commerce,Medium,Sales & Marketing,Brand Manager,Lead,65+,Male,High School,40,Contract,41,33.5,84.1,85.2,28.5,55.2,97.7,Rarely,True,2015,Scaling,Interpersonal,87.8,100.0,97.7,89.5,0.2,23.5,71,7023.92,10,126193,10.5,72.9,9.9,70.0,76.3,144.2,21.0,91.9,39.4,2023,Growing,High Growth,14,Medium-term (3-5yr),139433,5,4,3,72.1,93.3,82.4,Neutral,False,144.32,Sales,13,9,96.1
692,India,West Bengal,Tier 1,Mixed,Government & Public Sector,Enterprise,Engineering & Technical,Security Engineer,Junior,35-44,Male,Master,9,Full-time,74,25.9,100.0,89.0,4.0,67.2,54.2,Monthly,True,2023,Early Adoption,Technical,69.0,43.9,71.1,61.1,15.4,16.5,96,11599.66,4,17035,6.9,86.5,15.3,76.4,76.9,121.2,65.9,70.2,28.8,2023,Growing,Growing,20,Stable,16055,2,5,4,90.1,79.2,26.4,Neutral,False,1827.43,Finance,157,5,53.7
693,India,Telangana,Tier 1,Tech Hub,Manufacturing,Small,Creative & Design,Copywriter,Senior,35-44,Female,Bachelor,16,Part-time,64,66.4,72.1,65.1,40.5,40.8,50.9,Monthly,True,2019,Scaling,Creative,91.4,86.5,100.0,70.2,0.0,8.1,13,472.27,4,43170,8.0,53.8,47.9,84.1,48.0,123.8,46.7,93.6,34.2,2021,Stable,Growing,9,Medium-term (3-5yr),43355,4,3,5,100.0,59.4,63.0,Neutral,True,2.2,Human Resources,8,8,54.9
694,India,Delhi NCT,Metro,Administrative,Transportation & Logistics,Medium,Administrative & Support,Data Entry Clerk,Senior,35-44,Female,High School,20,Contract,98,100.0,77.9,80.1,85.8,100.0,56.1,Rarely,True,2021,Scaling,Interpersonal,54.2,77.0,79.2,70.2,39.9,60.7,43,2982.08,5,42570,-1.1,45.6,64.8,90.7,68.6,137.0,9.3,39.3,26.0,2021,Growing,Declining,5,Short-term (1-2yr),48146,5,2,3,80.1,62.4,49.1,Neutral,False,35.42,Customer Support,45,9,66.9
695,India,Maharashtra,Tier 1,Financial Center,Education,Enterprise,Customer Service,Customer Experience Analyst,Junior,55-64,Male,Bachelor,33,Contract,7,46.9,100.0,96.7,40.6,80.6,82.0,Rarely,False,2023,Early Adoption,Interpersonal,72.7,72.6,71.6,77.1,20.6,41.3,99,14386.36,7,26046,1.6,71.6,35.5,75.0,87.1,106.5,19.3,45.9,25.7,2028,Stable,Declining,15,Long-term (5-10yr),30476,4,3,4,66.6,94.4,57.8,Positive,False,3174.23,Administration,135,7,87.0
696,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Medium,Finance & Accounting,Accountant,Mid,18-24,Male,Bachelor,0,Full-time,31,74.6,100.0,36.7,55.4,69.0,66.5,Rarely,False,2025,Optimized,Analytical,42.4,79.2,90.1,24.1,51.8,62.9,60,5644.34,2,55102,4.6,25.1,32.9,80.6,61.2,127.9,0.8,69.4,7.7,2028,Growing,Declining,8,Medium-term (3-5yr),77096,3,3,5,95.9,63.1,52.9,Neutral,False,96.21,Operations,11,8,82.0
697,UAE,Abu Dhabi,Major,Administrative,Healthcare,Medium,Data & Analytics,Quantitative Analyst,Manager,45-54,Male,Bachelor,26,Full-time,49,10.7,100.0,100.0,4.0,76.5,74.2,Weekly,False,2020,Optimized,Managerial,100.0,85.6,96.3,92.5,0.0,7.1,127,5519.05,9,184092,0.9,82.4,0.0,79.0,77.9,126.3,30.3,100.0,38.3,2020,High Growth,Stable,19,Medium-term (3-5yr),138362,2,4,4,98.3,74.2,71.8,Neutral,False,145.98,Operations,34,9,88.1
698,India,Andhra Pradesh,Tier 2,Tech Hub,Technology,Large,Human Resources,Compensation Analyst,Mid,18-24,Female,Master,1,Contract,31,28.4,100.0,80.6,33.3,80.6,61.8,Monthly,True,2016,Early Adoption,Interpersonal,70.8,89.8,81.6,43.3,30.7,20.1,80,5204.59,0,27811,10.3,69.3,33.8,74.2,70.9,122.9,73.4,80.9,14.6,2023,Growing,Growing,20,Long-term (5-10yr),23298,2,2,5,100.0,67.0,82.0,Negative,True,60.85,Data Science,101,6,58.2
699,India,Telangana,Tier 1,Tech Hub,Retail & E-commerce,Medium,Human Resources,HR Business Partner,Junior,35-44,Male,Master,13,Full-time,50,26.8,100.0,72.3,16.5,100.0,78.2,Daily,True,2019,Scaling,Interpersonal,61.7,93.1,76.7,49.5,26.7,21.7,2,2218.05,2,19876,14.2,86.7,21.3,77.6,57.5,111.5,28.6,78.6,20.0,2023,Growing,Growing,15,Medium-term (3-5yr),19134,3,4,3,100.0,96.8,41.3,Positive,False,24.4,Engineering,23,8,83.0
700,India,Haryana,Tier 1,Tech Hub,Manufacturing,Startup,Operations & Logistics,Operations Analyst,Senior,35-44,Male,Master,17,Full-time,31,58.9,100.0,58.6,64.1,62.0,58.8,Never,False,2028,Early Adoption,Manual,86.9,94.2,100.0,68.5,25.9,44.3,57,0.0,3,47741,0.7,59.4,36.4,100.0,62.8,125.7,26.7,67.2,21.3,2029,Declining,Stable,6,Medium-term (3-5yr),66909,5,3,4,90.8,100.0,54.2,Neutral,True,0.72,Marketing,2,5,49.1
701,UAE,Sharjah,Secondary,Industrial,Transportation & Logistics,Medium,Customer Service,Call Center Agent,Mid,25-34,Male,High School,4,Full-time,55,97.7,89.7,82.8,82.2,85.1,58.7,Monthly,True,2018,Optimized,Interpersonal,67.5,64.6,58.4,29.4,63.4,70.0,73,5351.73,0,39381,2.1,25.0,47.8,84.1,58.6,145.8,64.3,66.0,4.3,2026,Growing,Declining,3,Short-term (1-2yr),59337,4,2,3,68.5,66.2,67.5,Positive,True,37.48,Administration,53,3,69.9
702,UAE,Abu Dhabi,Major,Administrative,Transportation & Logistics,Medium,Finance & Accounting,Auditor,Junior,25-34,Male,Master,4,Full-time,42,61.5,100.0,63.3,68.3,82.8,61.9,Daily,False,2020,Scaling,Analytical,62.8,52.3,77.9,22.1,31.7,41.3,54,5811.97,0,52085,13.4,51.8,53.9,76.5,55.6,113.3,21.5,61.1,14.2,2020,Growing,Growing,8,Short-term (1-2yr),54816,2,3,4,100.0,73.5,88.1,Positive,False,26.11,Customer Support,33,7,58.3
703,India,Bihar,Tier 3,Mixed,Transportation & Logistics,Large,Finance & Accounting,Treasury Analyst,Senior,25-34,Male,Associate,8,Freelance,68,58.5,79.7,59.4,51.6,90.0,82.1,Weekly,True,2016,Scaling,Analytical,57.5,60.7,78.0,57.0,27.8,35.5,81,6527.82,3,21876,15.9,61.1,43.1,82.2,50.0,124.1,23.7,59.5,22.1,2025,Stable,Growing,11,Short-term (1-2yr),22054,4,4,5,100.0,100.0,67.3,Neutral,False,544.04,Customer Support,43,9,91.5
704,India,Karnataka,Tier 1,Tech Hub,Professional Services,Medium,Research & Development,Product Manager,Entry,45-54,Non-binary,Associate,22,Contract,17,17.9,100.0,100.0,8.2,74.9,65.1,Monthly,True,2018,Early Adoption,Technical,40.0,37.4,50.2,43.1,51.3,38.9,41,2197.36,6,17545,12.8,68.0,33.3,82.7,87.4,103.1,32.0,74.2,22.5,2023,High Growth,Growing,13,Short-term (1-2yr),15960,3,3,3,75.1,85.2,71.6,Neutral,False,10.19,Finance,54,6,70.5
705,India,Haryana,Tier 1,Tech Hub,Healthcare,Medium,Operations & Logistics,Procurement Specialist,Entry,45-54,Male,High School,21,Full-time,40,43.3,95.8,81.2,19.2,69.4,53.9,Weekly,False,2021,Optimized,Manual,58.3,42.5,76.3,54.7,38.7,36.0,55,2700.44,5,17105,9.3,85.8,24.2,92.8,72.2,150.0,39.8,100.0,24.8,2021,Stable,Growing,14,Stable,14955,5,3,4,85.9,84.9,67.5,Positive,True,24.03,Engineering,18,12,74.9
706,India,Telangana,Tier 1,Tech Hub,Manufacturing,Enterprise,Creative & Design,Motion Designer,Junior,18-24,Male,Bachelor,0,Full-time,31,45.4,98.4,86.1,17.7,92.4,92.3,Monthly,False,2022,Pre-AI,Creative,26.0,52.6,62.4,44.6,47.5,48.8,103,16073.61,1,13372,14.4,38.7,31.5,100.0,85.8,120.6,26.9,88.3,27.8,2022,Growing,Stable,10,Stable,13436,3,2,2,95.3,58.1,6.7,Negative,True,3548.22,Engineering,96,0,100.0
707,India,Tamil Nadu,Tier 1,Tech Hub,Technology,Large,Data & Analytics,Data Scientist,Mid,25-34,Male,Bachelor,3,Full-time,17,16.6,100.0,76.1,8.8,92.2,70.5,Weekly,True,2022,Pre-AI,Analytical,65.5,47.7,69.8,46.9,45.7,21.4,133,7063.13,0,29360,13.3,70.5,15.3,100.0,79.5,133.2,56.4,70.7,6.9,2022,Growing,Growing,17,Stable,27441,3,4,5,81.1,57.6,48.3,Very Negative,False,150.19,Customer Support,69,13,64.7
708,India,Maharashtra,Tier 1,Financial Center,Manufacturing,Medium,Data & Analytics,Data Analyst,Senior,45-54,Male,Bachelor,22,Freelance,23,40.9,100.0,82.0,27.5,77.9,46.9,Hourly,True,2019,Optimized,Analytical,100.0,69.3,100.0,63.0,1.5,27.3,85,2298.24,5,50791,6.6,54.6,7.8,86.9,74.6,131.1,82.6,100.0,25.3,2026,Growing,Declining,13,Short-term (1-2yr),60723,4,4,5,73.8,58.5,52.8,Positive,False,16.57,Research,20,12,45.4
709,India,Kerala,Tier 2,Mixed,Retail & E-commerce,Enterprise,Engineering & Technical,Embedded Systems Engineer,Mid,45-54,Male,Bachelor,26,Full-time,16,23.3,91.7,84.8,22.1,91.9,99.1,Never,True,2023,Early Adoption,Technical,100.0,63.9,90.9,51.8,9.4,3.8,97,16364.36,7,31906,18.0,71.9,25.8,92.5,68.1,142.0,7.1,100.0,16.3,2023,High Growth,Growing,20,Long-term (5-10yr),29900,4,5,4,85.4,88.3,75.4,Very Positive,False,2895.35,Customer Support,113,8,90.1
710,UAE,Dubai,Major,Financial Center,Media & Entertainment,Small,Human Resources,HR Manager,Director,55-64,Male,Professional,40,Full-time,17,36.7,100.0,84.6,34.3,89.8,68.8,Hourly,False,2028,Scaling,Managerial,100.0,100.0,100.0,81.1,16.0,19.2,62,536.44,10,255818,-2.6,76.5,5.9,70.4,85.3,142.4,39.6,71.0,30.9,2028,Growing,Growing,13,Medium-term (3-5yr),294560,5,4,3,95.9,67.1,60.9,Positive,False,2.38,Legal,7,13,81.2
711,India,Gujarat,Tier 1,Industrial,Finance & Banking,Enterprise,Research & Development,Research Associate,Mid,35-44,Male,Master,15,Full-time,15,49.9,100.0,95.2,13.6,100.0,79.8,Weekly,True,2021,AI-Native,Technical,78.0,67.2,100.0,19.0,18.5,16.5,54,14120.09,4,35563,5.0,56.0,52.2,95.2,76.8,131.3,27.8,76.9,7.2,2021,Stable,Growing,6,Medium-term (3-5yr),48759,2,2,4,93.1,82.6,45.4,Very Negative,False,1794.9,Operations,49,11,78.2
712,UAE,Dubai,Major,Financial Center,Technology,Enterprise,Data & Analytics,Machine Learning Engineer,Manager,25-34,Male,Master,11,Freelance,74,5.9,100.0,86.4,3.2,91.0,100.0,Monthly,False,2017,Optimized,Analytical,100.0,88.1,100.0,93.3,0.0,11.6,120,25000.0,3,242364,7.9,88.2,0.0,100.0,75.2,113.8,23.2,86.2,44.9,2022,Stable,Declining,19,Long-term (5-10yr),249101,2,5,4,89.3,77.4,95.3,Positive,False,3236.67,Customer Support,45,22,100.0
713,India,Maharashtra,Tier 1,Financial Center,Finance & Banking,Small,Research & Development,Lab Technician,Mid,35-44,Male,Bachelor,19,Full-time,60,72.8,71.7,58.9,51.8,76.8,55.6,Daily,True,2022,Scaling,Technical,68.7,59.5,83.2,45.4,27.5,32.5,77,407.78,5,34443,5.3,54.5,22.4,100.0,63.1,126.3,43.6,69.0,15.2,2022,Declining,Declining,6,Medium-term (3-5yr),35845,4,4,4,82.5,52.9,70.0,Negative,True,2.07,Administration,10,6,63.9
714,India,Gujarat,Tier 1,Industrial,Manufacturing,Medium,Engineering & Technical,QA Engineer,Mid,45-54,Male,Bachelor,28,Full-time,28,60.7,94.8,69.8,51.2,95.8,63.8,Rarely,True,2020,AI-Native,Technical,100.0,81.1,86.8,73.8,23.9,34.2,25,1557.8,5,30740,10.3,48.8,28.6,100.0,63.2,138.3,50.8,93.6,25.3,2020,Growing,Stable,9,Medium-term (3-5yr),32255,4,3,2,65.8,48.1,71.1,Neutral,False,30.68,Research,32,7,68.5
715,India,Maharashtra,Tier 1,Financial Center,Professional Services,Small,Customer Service,Technical Support Specialist,Junior,25-34,Male,Associate,0,Full-time,59,54.4,100.0,74.5,24.9,100.0,54.1,Rarely,False,2020,Early Adoption,Interpersonal,42.9,47.6,48.4,22.6,71.8,58.2,34,1418.3,0,13817,10.3,55.1,50.6,82.4,63.4,110.8,44.0,95.2,9.3,2022,Declining,Stable,14,Short-term (1-2yr),12761,3,3,5,79.0,80.1,60.3,Neutral,False,0.63,Research,23,7,62.6
716,UAE,Sharjah,Secondary,Industrial,Manufacturing,Medium,Sales & Marketing,Sales Representative,Mid,35-44,Female,Master,17,Full-time,76,63.9,63.0,87.0,59.3,70.6,50.4,Monthly,True,2015,Optimized,Interpersonal,69.1,97.6,96.0,48.9,34.0,39.1,24,5455.47,6,82335,3.0,73.9,48.4,87.9,65.5,130.9,43.5,52.5,30.5,2028,Declining,Declining,9,Immediate,110565,3,3,3,95.5,54.4,100.0,Neutral,False,43.44,Data Science,34,9,60.6
717,India,West Bengal,Tier 1,Mixed,Finance & Banking,Large,Engineering & Technical,Software Engineer,Senior,35-44,Female,Bachelor,17,Part-time,32,16.9,91.4,86.9,24.6,63.5,87.7,Weekly,False,2023,AI-Native,Technical,98.8,80.9,100.0,100.0,0.0,13.1,63,8191.26,4,45699,7.7,87.9,13.6,94.4,72.1,131.5,33.7,64.1,46.0,2023,High Growth,High Growth,19,Stable,46307,4,4,3,100.0,60.6,57.1,Very Positive,False,545.03,Sales,100,15,83.2
718,India,Delhi NCT,Metro,Administrative,Technology,Medium,Administrative & Support,Executive Assistant,Mid,25-34,Male,Professional,9,Full-time,4,70.0,98.7,61.7,68.3,69.9,63.5,Never,False,2022,Optimized,Interpersonal,74.6,86.8,85.7,34.1,21.7,42.0,91,1832.49,3,38237,9.2,44.8,44.2,90.8,60.1,137.0,42.3,62.5,14.1,2022,High Growth,Declining,10,Short-term (1-2yr),35915,3,2,3,97.8,66.4,29.3,Negative,False,45.75,Marketing,11,12,70.1
719,UAE,Umm Al Quwain,Secondary,Mixed,Professional Services,Large,Data & Analytics,Statistician,Director,35-44,Female,Master,29,Part-time,45,25.9,100.0,96.5,26.1,99.8,82.7,Never,True,2017,Scaling,Analytical,100.0,100.0,100.0,77.8,16.2,15.1,125,17841.31,7,183013,6.0,85.7,0.0,94.8,81.4,109.3,35.5,70.2,32.5,2024,Growing,High Growth,19,Medium-term (3-5yr),172534,3,3,4,96.0,72.6,55.8,Neutral,True,506.87,Marketing,80,12,88.0
720,India,Uttar Pradesh,Tier 2,Mixed,Education,Medium,Engineering & Technical,Software Engineer,Lead,55-64,Male,Bachelor,40,Full-time,53,0.0,87.1,100.0,5.8,91.2,42.7,Never,False,2025,Scaling,Technical,100.0,100.0,100.0,84.3,11.0,0.0,71,1984.12,10,42239,15.6,100.0,0.0,86.8,90.0,143.8,59.1,100.0,33.8,2025,Declining,Growing,20,Long-term (5-10yr),34880,5,4,4,91.9,100.0,90.5,Neutral,False,9.47,Marketing,16,4,46.1
721,India,Punjab,Tier 2,Mixed,Manufacturing,Startup,Engineering & Technical,Software Engineer,Entry,25-34,Male,Master,4,Full-time,28,24.1,100.0,84.3,35.9,100.0,68.3,Weekly,True,2015,Optimized,Technical,57.8,44.2,68.0,69.3,33.7,24.6,67,0.0,1,12993,7.6,81.8,36.3,87.9,64.4,97.9,33.1,87.7,19.4,2025,Growing,Declining,13,Stable,13671,3,4,5,92.0,80.3,99.2,Positive,False,0.42,Operations,11,4,77.3
722,UAE,Abu Dhabi,Major,Administrative,Finance & Banking,Medium,Sales & Marketing,Sales Representative,Mid,25-34,Male,Associate,2,Part-time,35,53.0,100.0,67.0,52.5,98.8,72.6,Weekly,True,2021,AI-Native,Interpersonal,45.7,88.5,97.0,40.5,44.8,50.1,96,5962.03,1,90250,3.7,39.2,26.0,89.2,84.0,102.9,22.8,74.3,26.5,2021,Stable,High Growth,10,Medium-term (3-5yr),100685,4,5,5,100.0,59.1,77.9,Positive,False,46.47,Sales,45,14,100.0
723,India,Karnataka,Tier 1,Tech Hub,Education,Large,Data & Analytics,Business Intelligence Analyst,Manager,25-34,Female,Master,11,Freelance,61,34.1,100.0,87.6,23.4,72.9,73.3,Daily,True,2025,Early Adoption,Analytical,90.6,99.5,90.5,96.5,7.0,0.0,93,7728.06,2,70879,10.0,73.2,32.7,100.0,72.0,138.4,61.5,77.5,32.1,2029,Growing,High Growth,11,Immediate,87433,1,4,3,99.1,96.4,44.6,Very Positive,False,102.18,Marketing,113,0,100.0
